NEXT,1450
BLBD,1461
MAT,1462
CTPNV.AS,1468
VGR,1481
AOI.TO,1481
BKNG,1482
AC.TO,1483
DEDI.ST,1484
NKR.OL,1487
AAD.DE,1488
JILL,1489
MLY.V,1496
BIPC.TO,1497
LEGH,1500
SIX,1512
SOMA.V,1522
WIT,1532
MAERSK-A.CO,1533
MAERSK-B.CO,1535
OMC,1536
TIETO.HE,1542
GGEO.ST,1547
CAAP,1549
BBSI,1552
CCSI,1558
PHX.TO,1558
CVX.V,1568
CFW.TO,1572
TH,1576
DNN,1582
AMCX,1586
PBYI,1586
DOOO,1591
GTX,1592
SYAB.DE,1600
PAGS,1603
FORA,1604
PAM,1605
OCUP,1607
S92.DE,1608
RANA.OL,1611
AZUL,1612
QAIR.ST,1638
VEON,1645
AF.PA,1645
SOF-B.ST,1649
BDT.TO,1653
CBTT-B.ST,1659
PARR,1660
FLR,1665
XTNT,1666
NXT,1668
NLH.V,1670
LVRO,1674
LOMA,1682
CXDO,1692
ATAT,1692
WNC,1694
AMK,1696
CTEK.V,1696
GNE,1713
PXT.TO,1727
SNEX,1735
BRM.V,1735
PTC.V,1736
VRTS,1749
HY,1751
DINO,1751
STGO.TO,1753
SMLR,1757
PRKS,1767
CSAN,1767
TLK,1771
FHI,1774
INWI.ST,1785
ESEA,1786
MNSO,1788
PHI,1788
SUM,1793
PIA.MI,1800
DIV.TO,1802
DOO.TO,1805
AMBI,1807
INT.ST,1813
CGCBV.HE,1816
FRACTL.ST,1818
NWX.V,1818
GPRK,1818
FSECURE.HE,1819
KNF,1824
LX,1824
TOUR,1826
LNTH,1828
HOT.DE,1835
ESK.V,1839
HOME-B.ST,1840
PHLY.OL,1849
DHIL,1851
OTLY,1854
EQNR,1854
TAP,1862
RCMT,1864
IESC,1864
BPCINS.ST,1865
MPTI,1865
MBC,1869
CIS.DE,1878
EVRI,1881
DML.TO,1882
NLG1V.HE,1890
STNE,1890
MTG-A.ST,1895
BLDR,1896
TME,1896
MTG-B.ST,1897
WEG.ST,1900
ABM,1903
MED,1903
TAALA.HE,1909
BMAX.ST,1909
TNET,1916
JBI,1917
HDSN,1919
GMAB,1921
FLS.CO,1927
VVI,1932
ERF,1933
RTX.CO,1935
MPC,1935
IIPR,1939
LEMON.HE,1941
LHA.DE,1942
FC,1945
GIB,1952
NRG,1953
SYNSAM.ST,1953
NTES,1953
LBTYB,1955
LBTYA,1957
LBTYK,1959
UPSALE.ST,1963
FLUG-B.CO,1966
WH,1967
EEFT,1982
SECU-B.ST,1983
IDT,1983
PLL,1983
FORTY,1983
LTMC.MI,1984
CPA,1987
OPXS,1988
LBRT,1989
TRZ.TO,1990
CAMBI.OL,1993
LYV,1994
VIPS,2000
VIMAB.ST,2004
CX.ST,2007
VLO,2007
ADEA,2008
OXM,2015
INFRA.ST,2016
FTLF,2016
DHB.V,2017
OSK,2023
SHOO,2025
IPG,2026
HRMY,2028
BABA,2033
UTDI.DE,2038
FIRE.ST,2040
OX2.ST,2042
PREV-B.ST,2044
MLI,2047
VTNR,2048
PRDO,2048
ZZZ.TO,2050
CSCO,2059
TTE.PA,2063
TAL.TO,2065
ORV.TO,2071
VALMT.HE,2077
CNM,2079
TTE,2081
APA,2083
STG.CO,2084
LAT1V.HE,2090
VNOM,2091
GCT,2093
HPOL-B.ST,2094
MEKKO.HE,2096
GALP.LS,2098
TGLS,2100
JKS,2103
ZTO,2106
NATH,2109
EOLU-B.ST,2111
SQM,2113
CXI.TO,2116
FSZ.TO,2117
RAUTE.HE,2118
SAS-DKK.CO,2126
EMBELL.ST,2127
ALSN,2128
STRW,2129
TAC,2130
TROW,2133
UTHR,2133
BLM.V,2140
MSAB-B.ST,2145
IAR-B.ST,2145
VIK1V.HE,2150
PIRC.MI,2155
NOMD,2161
CPAY,2162
SILV,2164
BMA.OL,2167
LWAY,2168
PRTH,2170
AEG.TO,2172
MBX.TO,2173
GILD,2179
NRT,2184
OKEA.OL,2186
HWX.TO,2197
DMLP,2198
TCW.TO,2201
FBF.V,2202
BECN,2204
CANB.V,2205
DR.TO,2207
CLA-B.ST,2209
ROCK,2210
4I1.DE,2213
TA.TO,2216
GH.TO,2219
RX.V,2219
ITRN,2221
HLF,2221
JD,2221
MTY.TO,2226
ROM.OL,2227
GFT.DE,2232
ERF.TO,2234
TEX,2234
AMPH,2236
ENI.MI,2241
EWRK.ST,2246
MNDO,2246
PBR,2246
LIGHT.AS,2248
E,2249
AN,2250
LNF.TO,2250
TSM,2251
BLD,2259
FOXA,2259
G1A.DE,2261
EGRX,2261
FOX,2261
CVS,2264
CE,2267
MD,2268
KAR,2272
SSABAH.HE,2272
SSABBH.HE,2274
ALIG.ST,2275
APOG,2279
TGNA,2280
WSU.DE,2282
G5EN.ST,2283
PBH,2286
BAER,2292
BWLP,2292
SKAKO.CO,2293
MCHP,2294
ATKR,2294
EG7.ST,2295
BRC,2296
NTG.CO,2298
BBAI,2300
GSM,2300
PM,2301
FG.ST,2301
ANORA.HE,2305
GIS,2308
DK,2311
ELR.TO,2311
GPI,2315
AMX,2320
MGNX,2324
ASO,2325
HLE.DE,2325
POWL,2335
GHG,2336
6Z1.DE,2338
INSTAL.ST,2341
BCC,2341
SPOK,2347
ISSC,2347
GSK,2352
AWI,2354
ENEL.MI,2354
EME,2355
DFH,2355
UMC,2363
VOLV-A.ST,2364
VOLV-B.ST,2366
SASNO.OL,2366
CPH.TO,2368
TPL.V,2370
HCKT,2371
AGES-B.ST,2374
WHD,2378
OGUN-B.ST,2378
DUNI.ST,2378
DXLG,2378
MCK,2379
NVR,2380
KREATE.HE,2381
SIL.TO,2383
HGBL,2384
LOGIST.ST,2387
CCEL,2387
DE.V,2387
HLNE,2388
SINT.ST,2388
ELG.DE,2389
SWKH,2391
ATMU,2395
ADDV-A.ST,2395
AMN,2397
VNT,2397
ADDV-B.ST,2397
SAS.ST,2399
CONTX.OL,2400
DXT.TO,2400
TULAV.HE,2403
REACH.OL,2410
IGT,2411
PACT.ST,2412
YALA,2413
SAMG,2414
FUTU,2414
MSA.TO,2417
HSII,2418
OSW,2420
MAS,2420
ABNB,2421
AVEN.ST,2422
RET.V,2425
NCC-A.ST,2426
NCC-B.ST,2428
CHKP,2433
8TRA.DE,2437
BSIG,2439
PION-B.ST,2444
AZO,2450
JDAN.CO,2453
CTP2.DE,2454
PROC,2456
CARE.ST,2457
PII,2458
DEVP-B.ST,2459
ELTK,2459
LNG,2462
STRL,2467
INPST.AS,2468
MTCH,2472
PSI.TO,2475
MAVEN.ST,2478
CGAU,2482
IH,2486
FIX,2491
AUAU.V,2491
FMX,2494
PARKEN.CO,2495
WKC,2497
VISTN.OL,2498
SALM.OL,2504
BP,2504
PG,2507
PSX,2510
CNC,2511
ORTHEX.HE,2513
CAG,2515
ASTH,2522
HBB,2523
DRX.TO,2523
BELFA,2526
TOUCH.ST,2526
TRIP,2527
LPX,2527
BELFB,2528
ODP,2531
CHH,2532
NX,2532
CG.TO,2533
ASAI,2538
RMR,2541
TPE.DE,2542
ATEA.OL,2548
BWEN,2548
PNRG,2548
IMXI,2549
LOW,2554
CMCSA,2557
SEM.LS,2562
GMS,2563
MRK,2566
DUE.DE,2566
DLO,2567
WEYS,2567
IPCO.TO,2567
DHI,2569
SFQ.DE,2570
SSNC,2572
FFIV,2574
HTHT,2576
DXPE,2579
IDCC,2579
EXP,2580
HRT,2581
FLGC,2582
AOX.DE,2583
VBG-B.ST,2584
AMWD,2585
KCR.HE,2586
NVI.V,2596
CBOE,2597
IMO,2597
DIS.MI,2597
DFIN,2601
STEP.TO,2601
OLVAS.HE,2604
WSM,2606
HESM,2606
SEZL,2606
RWE.DE,2606
GVA,2609
RAND.AS,2610
BKE,2611
WN.TO,2611
RAGE.V,2614
WAC.DE,2617
HER.MI,2618
KJELL.ST,2619
G,2620
WMT.DE,2630
LAUR,2630
NEU,2630
GCI,2632
CXT,2636
VUX.V,2636
TDCX,2636
VERT-B.ST,2644
PARAA,2644
TEN.MI,2644
OTL.OL,2645
PARA,2646
MCB.TO,2646
GEHC,2647
PERI,2648
KID.OL,2649
ACIW,2650
GTE,2651
PH,2655
STMPA.PA,2655
IBP,2656
FI,2660
VALE,2661
SSAB-A.ST,2664
CVE,2665
GILT,2666
LUMEN.ST,2668
EPEN.ST,2668
SSAB-B.ST,2668
GOTL-A.ST,2668
CGX.TO,2670
GOTL-B.ST,2670
WOR,2672
BIDU,2672
TT,2673
HUIZ,2673
MLR,2675
HURN,2677
HOV,2678
SKM,2679
HLUN-A.CO,2681
CRUS,2681
TS,2681
GSL,2681
HLUN-B.CO,2683
SIX2.DE,2685
SIM,2686
PNG.V,2689
SIE.DE,2691
PJT,2691
NPTH.V,2691
EQV1V.HE,2692
MELE.BR,2694
EN.PA,2696
CPX.TO,2698
ABG,2699
RMBS,2700
VYX,2703
CAT,2707
DTI,2713
GGB,2714
PRM,2715
KTB,2716
STM,2716
AESI,2716
STLD,2717
AFN.TO,2720
OTIS,2724
NUE,2726
DNG.TO,2727
MARR.MI,2728
LOM.DE,2731
1U1.DE,2731
GETI-B.ST,2734
ASX,2738
MITQ,2739
FTT.TO,2740
IRO.V,2740
STLC.TO,2744
GOLF,2745
KOF.PA,2747
TBL.TO,2747
LI,2747
TPB,2748
NSP,2751
CTSH,2752
SCHO.CO,2752
CXB.TO,2752
AREC,2753
HWKN,2753
ASSA-B.ST,2756
EDU,2759
VCI.V,2761
BAHN-B.ST,2761
CRP.TO,2762
TK,2768
CCC3.DE,2769
HDI.DE,2770
GTE.TO,2772
EGY,2772
ALLE,2773
MDI.TO,2774
OPTER.ST,2776
MSM,2777
TSRI,2777
EMKR,2777
IMO.TO,2779
OC,2785
AKZA.AS,2787
TOL,2788
XFAB.PA,2789
SVED-B.ST,2793
RAIL.ST,2793
ASGN,2796
KNEBV.HE,2797
PSFE,2799
ARCOMA.ST,2799
COIC.ST,2801
WMT,2805
MTH,2805
SZU.DE,2807
WMS,2808
VFC,2808
MGY,2808
SNA,2809
LMB,2811
OPFI,2812
AFRY.ST,2813
AGCO,2814
VRSN,2817
LMT,2818
AGX,2819
LAD,2820
CSPI,2821
SGML,2823
TEL2-A.ST,2825
EOG,2826
KEQU,2826
FINV,2826
TEL2-B.ST,2827
SON.LS,2827
PPX.V,2829
FRA.DE,2831
DAL,2832
MOH,2833
SLVM,2834
BRM.DE,2836
METSO.HE,2836
WFRD,2841
EPAC,2843
KEMIRA.HE,2845
CAL,2849
IPAR,2850
KTF.DE,2851
CVE.TO,2852
ZIP,2853
BOKUS.ST,2857
CEC.DE,2857
DRIL.ST,2858
MBUU,2859
PNDX-B.ST,2860
INSE,2863
KO,2865
IBM.DE,2873
IMMR,2876
HPE,2877
ADP,2878
DIN,2878
GRBK,2878
HI,2880
PAAL-B.CO,2881
PINC,2882
CEIX,2882
ENENTO.HE,2883
ORE.TO,2886
ALV,2887
WETH,2890
CLI.MI,2891
AMR,2893
TRMD,2893
NVA.TO,2894
MOD,2895
TELIA1.HE,2895
BEPC,2898
TIV.CO,2899
TNK,2900
TITN,2903
KVUE,2904
WT,2905
JCI,2907
DDS,2910
CPA.DE,2911
AZZ,2911
MGIC,2912
SGRP,2912
ESAB,2914
STGW,2915
AOS,2916
BEW.V,2917
MHO,2917
SODER.ST,2918
SHL.DE,2919
VSTS,2919
CMI,2921
GPC,2922
SDIP-B.ST,2922
DOV,2924
SDIP-PREF.ST,2924
ORK.OL,2924
RW.V,2925
TPR,2925
CPS,2925
MPVD.TO,2927
WHR,2928
TR,2928
MMS,2931
FERG,2931
HD,2933
CIA.TO,2934
BMY,2939
MAMA,2939
PSA,2941
HMC,2945
CURV,2946
PEP.DE,2948
SJT,2950
MARAS.HE,2951
HCC,2951
MDLZ,2956
VIST,2957
SXP.TO,2957
DCO.DE,2962
LPG,2962
SHW,2964
MUSA,2964
BTU,2966
QSR,2967
GIC,2968
LQDT,2969
WAB,2970
HON,2971
VOLCAR-B.ST,2972
BEPC.TO,2972
LBRDA,2973
WB,2973
LBRDK,2975
TTK.DE,2975
RBREW.CO,2980
CWCO,2982
CME,2983
IBM,2985
SHELL.AS,2985
IEX,2986
PUM.DE,2986
SMP,2986
GB,2987
BAH,2987
SVIK.ST,2987
NXPI,2989
SJ.TO,2989
UAL,2989
TOIVO.HE,2991
SSA.V,2991
MYE,2993
DEZ.DE,2993
ITAB.ST,2994
K,2995
CEU.TO,2996
CBAT,2998
LIF.TO,3001
FPAY,3001
CHT,3001
CL,3004
CLS,3005
AMED,3006
CLMB,3007
MATX,3007
MBG.DE,3007
ADUS,3012
DGX,3013
ARMK,3015
YUM,3016
MSI,3019
PLAB,3020
SHEL,3022
SP,3025
JHG,3025
SID,3025
EBF,3029
ITW,3031
INISS-B.ST,3032
CLDT,3034
HDD.DE,3034
RNW,3036
BLQA.DE,3037
DECK,3038
DAC,3038
AFM.V,3040
LPLA,3041
CDW,3042
HAL.DE,3043
QRTEA,3043
BC,3044
PEP,3045
QRTEB,3045
TEM1V.HE,3045
3V64.DE,3046
PLTK,3049
SEIC,3050
VNA.DE,3051
LAMM-B.ST,3051
GWW,3053
MRC,3053
SHLE.TO,3053
NCAB.ST,3054
CBT,3054
CAAS,3056
HAFN,3057
LYTS,3062
WIRE,3066
MEG.TO,3068
LNW,3069
HHS,3072
HSY,3076
GSY.TO,3076
VHI.TO,3078
ZAP.OL,3079
ANF,3079
OSUR,3079
RCL,3081
CJ.TO,3084
CRI,3085
HNNA,3085
KFY,3086
COLM,3086
VC,3087
VK.PA,3088
TVK.TO,3089
LIFCO-B.ST,3091
BRO,3092
FIA1S.HE,3092
FONR,3092
LSS.PA,3093
CPAC,3094
NOAH,3094
PRG,3095
DY6.DE,3096
ELISA.HE,3102
CHRD,3103
WW,3104
VAIAS.HE,3104
KOG.OL,3105
STN,3107
JKHY,3108
RVRC.ST,3108
ALTM,3109
INVEST.HE,3111
TRDA,3112
RHI,3114
UAA,3117
NFLX,3118
JNJ.DE,3118
UA,3119
ORLY,3121
ET.TO,3121
CACI,3122
BLK,3124
BBUC,3127
GOGO,3128
GDL.TO,3130
MAS.OL,3132
SSD,3133
RCKY,3133
THC,3134
DE,3137
CLVT,3138
PMTS,3138
BOUV.OL,3140
ODC,3141
AYI,3142
GCL.TO,3142
TRX,3142
HALO,3143
VSTO,3144
INSW,3144
DVN,3146
ARP.ST,3147
HAL,3150
V,3151
HNRG,3151
GEG,3154
AVT-B.ST,3156
PRIM,3158
CNK,3158
VIV,3158
UFPI,3159
SHA.DE,3159
EXR,3161
MIDD,3161
M4I.DE,3163
2PP.DE,3164
BKR,3166
PAY.TO,3171
SLB,3172
SVM,3173
THR,3177
YOO.V,3180
FBIN,3180
SBOK.ST,3183
GEF,3184
FANG,3184
PNR,3188
KT,3191
INFY,3192
MPX,3192
EXTR,3195
GAMB,3196
SMPL,3196
MARA,3196
CNQ,3196
KTN.DE,3197
FEIM,3197
TEL.OL,3200
CHTR,3202
AVT,3205
AP2.DE,3206
PCAR,3207
WJX.TO,3209
VRRM,3210
WINA,3211
PAYX,3212
URI,3212
VINP,3213
CIX,3214
MCFT,3215
EVLI.HE,3216
JEF,3216
DVA,3218
VST,3219
TTEK,3220
SOFF.OL,3220
HUBB,3221
PROF-B.ST,3223
ATCO-A.ST,3225
UG,3225
YCP.DE,3225
KLA.DE,3226
CMCO,3226
JNJ,3227
ATCO-B.ST,3227
MA,3228
IVZ,3230
XONA.DE,3232
EBR,3232
KGX.DE,3233
ICE,3235
HNI,3235
TRI,3236
WCC,3237
PAG,3238
FPI,3239
EMX,3240
LHX,3241
EA,3242
CBZ,3242
TFI.PA,3243
BRBR,3247
DBI,3247
SWIM,3248
AGRO,3251
MUSTI.HE,3253
GRND,3255
CSWI,3256
NVG.LS,3256
DPZ,3260
CET.TO,3260
TALK.ST,3262
GPN,3262
VRA,3263
ARCH,3265
TALLINK.HE,3265
NOVO-B.CO,3266
DSV.CO,3266
PYPL,3267
MRD.TO,3267
VOS.DE,3268
SAND.ST,3269
BEN,3269
AAPL,3270
TDVOX.ST,3270
SPGI,3272
ZAL.OL,3272
NWG.ST,3272
NCSM,3272
CMPR,3274
TPX,3274
PLUS,3274
ITT,3275
SVM.TO,3275
VLTO,3276
KAI,3276
LNR.TO,3280
WSR,3281
NA9.DE,3281
SMCRT.OL,3286
LEE,3286
BAC.DE,3288
PANL,3289
PEAB-B.ST,3290
PRGS,3291
ARW,3292
DOLE,3292
ABAS.ST,3293
BNR.DE,3295
ALIF-B.ST,3297
OEM-B.ST,3299
CTZ.V,3299
LOOMIS.ST,3301
MKC,3302
NTCT,3305
BFISH.OL,3305
ITECH.ST,3312
BBW,3314
COP,3314
CMC,3314
FTV,3317
HARB-B.CO,3317
MJS.V,3320
NRC,3321
BDGI.TO,3321
CGO.TO,3321
ITRI,3322
P911.DE,3324
ULH,3325
RCG.TO,3326
XOM,3327
KLAC,3328
CSL,3330
EFXT,3333
GENI.ST,3334
GLPI,3335
APP,3337
HMS.ST,3337
KUT.V,3338
WSO,3339
ULTA,3340
REC.MI,3342
RELI,3345
CZR,3345
AAT,3346
PRCH,3346
ECIT.OL,3349
PSM.DE,3349
STZ,3349
CVCO,3350
WP.V,3352
TGS,3352
GFF,3353
IT,3354
KMB,3354
BMW.DE,3354
SGA,3355
SAP.DE,3356
AXFO.ST,3356
BMW3.DE,3356
PKI.TO,3357
AY,3358
FPE.DE,3359
ADN.TO,3361
FPE3.DE,3361
VH.ST,3363
NVT,3366
PMT.TO,3368
CGG.PA,3369
SYY,3371
YMM,3371
AMAT,3372
IFX.DE,3372
HOG,3373
WTE.TO,3373
LUC.TO,3373
META,3375
HANZA.ST,3375
CLW,3375
MTDR,3376
RAIL,3376
CW,3377
LOCO,3378
EXE.TO,3379
PATK,3381
HTRO.ST,3382
VZ,3383
PHIN,3384
1YD.DE,3386
MCRI,3389
ALC.TO,3390
SDI.V,3392
LUG.TO,3396
CLS.TO,3397
RELAIS.HE,3398
JST.DE,3398
RPM,3399
SGML.V,3401
ATUS,3401
GREEN.ST,3402
EE,3402
REG,3403
FEC.TO,3403
ROL,3404
DNOW,3404
MUR,3405
LECO,3406
PRFO.ST,3409
J,3409
KLXE,3409
REYN,3410
JBSS,3410
III,3410
URBN,3410
SLGN,3411
KABE-B.ST,3412
JHX,3415
NEWA-B.ST,3418
DXC,3421
CHE,3423
AEP.V,3423
ZIL2.DE,3424
ILM1.DE,3425
MTRS.ST,3426
NEM.DE,3427
ALFA.ST,3427
RVYL,3427
BEIA-B.ST,3428
CMG.TO,3431
TIH.TO,3432
MSA,3433
ENGH.TO,3433
NORVA.ST,3433
INX.V,3434
SUUN,3436
LR.PA,3437
GMAB.CO,3440
SOLB.BR,3440
VLE.TO,3440
CRNT,3441
AOJ-B.CO,3442
AIT,3443
CRAD-B.ST,3443
SAH,3445
MIN.TO,3450
PKX,3457
RUG.ST,3458
NWC.TO,3459
MTD,3461
SAP,3461
TOT.TO,3462
HUM.ST,3463
DENN,3465
HKSAV.HE,3466
INMD,3468
AON,3469
ICLR,3470
GIL,3470
BYD,3472
RS,3473
TWC.TO,3476
RUSHA,3477
E.TO,3478
AME,3479
RUSHB,3479
SPXC,3480
ALV.V,3481
ARPL.ST,3481
AVB,3482
WTS,3482
DIAH.ST,3482
MTUS,3482
HTZ,3483
4AB.DE,3484
RSVR,3484
PUMP,3490
RFL,3490
SCST.ST,3491
SBH,3492
STCN,3493
AZN,3495
PNDORA.CO,3495
CHV.DE,3496
REG1V.HE,3497
RUS.TO,3497
WGO,3498
LW,3504
VOLO.ST,3505
DY,3506
VOLO-PREF.ST,3507
IVG.MI,3510
SONM,3512
PXD,3513
DLG.MI,3514
MTL.TO,3514
EPR,3515
NELLY.ST,3515
DBX,3517
DDL,3517
FCN,3519
AVGO,3520
XYBN.V,3521
TEG.DE,3522
SKT,3522
HVT,3522
NESTE.HE,3523
LOVE.V,3524
ANOD-B.ST,3525
OTTR,3526
CNQ.TO,3527
NOVC.TO,3527
CCRN,3528
KEP,3532
TRX.TO,3533
LOU.V,3533
INN,3534
OLPX,3534
FELE,3535
JMT.LS,3535
KOP,3535
DTG.DE,3535
PXS,3535
OWL,3536
SBUX,3536
ON,3538
STRT,3538
ABBV,3539
TIMA.DE,3539
QSR.TO,3539
SENEA,3539
HEM.ST,3540
COP.DE,3541
TNL,3542
SENEB,3542
NVEC,3543
ABL,3543
WFCF,3543
HOLI,3543
CMCL,3544
APM.V,3544
MSCI,3545
CPB,3545
SON,3545
DOFG.OL,3545
AGS,3547
NOS.LS,3547
TRI.TO,3551
YPF,3552
GLNG,3553
EURN.BR,3555
ADNT,3557
RBX.V,3557
PPG,3558
BCO,3558
KKR,3559
WRT1V.HE,3561
CFY.V,3562
STIL.ST,3563
ACCO,3563
MMC,3564
PET.TO,3566
PROX.BR,3567
KRT,3568
CVX,3568
EPRO-B.ST,3570
CSGS,3571
DFDS.CO,3573
SU,3573
SOSI1.HE,3573
CUK,3574
FIZZ,3575
DMP.DE,3577
EMR,3577
NE,3578
PSD.TO,3579
RATO-A.ST,3580
INH.DE,3581
EIOF.OL,3581
COKE,3582
RATO-B.ST,3582
ARCO,3583
TDG,3584
MEKO.ST,3585
SD,3586
UI,3590
NMAN.ST,3591
JOE,3592
DCI,3593
DORM,3595
AMRK,3597
ADDT-B.ST,3599
INCY,3600
CRWS,3601
KELAS.HE,3602
BG,3603
SAXG.ST,3604
LOGI,3606
EURN,3606
STNG,3606
GES,3607
CVGI,3607
WFG,3611
VLGEA,3612
EDP.LS,3615
CCL,3615
DOL.TO,3616
ASC,3620
SLCA,3621
IMKTA,3621
SRA.V,3622
ARMN,3622
BV,3623
AMBEA.ST,3623
BONHR.OL,3624
TEF,3631
ESP,3632
VESTUM.ST,3634
FWONA,3635
GEOS,3635
FWONK,3637
GNTX,3637
USLM,3640
ALCA.ST,3640
INS.DE,3640
MPAA,3643
GLBS,3644
SKY,3646
BOREO.HE,3647
FICO,3648
TAYD,3648
CCU,3648
MRE.TO,3649
LKQ,3650
DOM.ST,3651
LAGR-B.ST,3652
STN.TO,3652
EXLS,3654
BDC,3655
LII,3656
HLI,3657
BDI.TO,3658
IP.MI,3660
DBM.TO,3664
DANT.CO,3664
ISDR,3666
YETI,3666
GASS,3666
FORR,3667
NOC,3670
FEO.V,3672
WHLM,3673
XTC.TO,3675
BBUC.TO,3676
BOOM,3676
FMM-B.ST,3678
LXP,3680
ACMR,3681
PRMW,3682
ETN,3685
TEO,3686
ESS,3687
ESE,3689
AAK.ST,3694
STRA,3695
IIIV,3697
LCUT,3697
WEX,3698
BBY,3699
BXC,3701
CHD,3702
SOBA.DE,3702
NETEL.ST,3703
PRFT,3704
APH,3705
TEL,3705
MGA,3705
AKRBP.OL,3707
SCS,3707
RMD,3709
JBL,3710
COTY,3712
ACN,3712
DKS,3712
ASML.AS,3713
SPNS,3713
USNA,3715
MSFT,3716
RAVE,3717
TMHC,3717
ASTL,3717
KBX.DE,3718
LAKE,3719
ADB.DE,3721
NDSN,3721
EKTA-B.ST,3722
HSON,3722
VTRS,3724
SAM,3726
THX.V,3727
HCA,3730
TKR,3730
CNXC,3730
TDY,3733
TNC,3733
VRTX,3736
KESKOA.HE,3736
ICP1V.HE,3736
CLCO,3736
CCK,3738
KESKOB.HE,3738
IBEX,3739
SOLAR-B.CO,3741
SCANFL.HE,3742
FMAN.V,3743
SCCO,3747
L.TO,3751
EML,3752
JETPAK.ST,3753
SIFY,3754
PAT.DE,3755
FLEX,3756
LESL,3757
EPI-A.ST,3758
CAG.ST,3758
EMX.V,3759
KRN.DE,3759
SANM,3759
EPI-B.ST,3760
ARJO-B.ST,3760
GTES,3760
MLM,3762
COCO,3763
CR,3765
POOL,3767
GRC,3767
BNE.TO,3767
BWA,3768
MMGR-B.ST,3770
TXG.TO,3770
NDAQ,3774
AVY,3775
CCA.TO,3778
MT.AS,3778
OGN,3779
ARIS.TO,3779
CHX,3780
AMRX,3780
ALG,3780
THO,3781
DTE.DE,3782
ASML,3784
GPK,3785
T,3785
RNGR,3787
TSAT,3787
OPCH,3788
ORNAV.HE,3788
JOBS.ST,3789
PAX,3790
ORNBV.HE,3790
ATS,3790
BZH,3793
INGR,3794
ADBE,3795
HSIC,3798
NSSC,3799
TFX,3801
ASTL.TO,3801
OSG,3803
MCO,3804
AUDC,3805
AOF.DE,3807
NTWK,3808
PFIE,3809
FRU.TO,3812
SM,3812
ACLS,3813
EDUC,3816
MT,3816
ORC.DE,3819
INVH,3823
VRSK,3824
MAGI.ST,3825
CCS,3825
HII,3826
PURMO.HE,3826
WWI.OL,3827
SES.TO,3827
WWIB.OL,3829
BC8.DE,3829
RUM.V,3830
EFX.TO,3832
ARC,3832
XRX,3834
AQ.ST,3834
BODY.ST,3838
EWCZ,3839
AAON,3840
GDX.DE,3842
GXE.TO,3842
LIAB.ST,3843
RYI,3843
LAR.DE,3845
NTAP,3846
INCR,3848
ALEX,3849
SIS.TO,3849
VIVA.ST,3851
FSS,3852
WSP.TO,3853
SDRL,3857
NOTE.ST,3861
ZI,3862
GGG,3862
SU.TO,3863
FRD,3864
NSIT,3865
EPC,3865
SJM,3866
YGR.TO,3866
