flag small US,"3,12",NYSE,AEVA
flag small US,"1,02",NASDAQ,LIDR
flag small NO,"143,40",OB Match,AFG
flag small CA,"0,060",TSX Venture Exchange,AF.P
flag small FI,"0,3470",Small Cap Helsinki,AFAGR
flag small NL,"10,35",Equiduct,AJAXa
flag small US,"12,00",NASDAQ,AFCG
flag small US,"156,10",NYSE,AMG
flag small US,"5,35",NASDAQ,AFMD
flag small US,"16,74",NASDAQ,AFBI
flag small CA,"0,025",Canadian Securities Exchange,AFF
flag small CA,"0,070",Canadian Securities Exchange,AFI
flag small US,"31,88",NASDAQ,AFRM
flag small US,"83,65",NYSE,AFL
flag small CA,"0,010",TSX Venture Exchange,AFR
flag small SE,"0,783",First North Stockholm,AEC
flag small CA,"0,090",TSX Venture Exchange,AFE
flag small CA,"2,45",Toronto Stock Exchange,AOI
flag small SE,"20,22",Mid Cap Stockholm,AOI
flag small SE,"1,10",Nordic SME Sweden,AFRI
flag small US,"0,3445",NASDAQ,AAGR
flag small CA,"0,035",TSX Venture Exchange,CUCO
flag small SE,"175,40",Large Cap Stockholm,AFRY
flag small CA,"0,280",TSX Venture Exchange,AAG
flag small US,"17,23",NASDAQ,AFYA
flag small CA,"53,01",Toronto Stock Exchange,AFN
flag small US,"5,54",NYSE,MITT
flag small US,"0,2479",NASDAQ,ATPC
flag small DK,"1,63",Small Cap Copenhagen,AGAT
flag small US,"2,83",NASDAQ,AGBA
flag small US,"114,19",NYSE,AGCO
flag small US,"0,6912",NYSE American,UAVS
flag small BE,"43,14",Equiduct,AGSb
flag small CA,"0,65",TSX Venture Exchange,AGET
flag small US,"12,12",NASDAQ,AGEN
flag small SE,"79,00",First North Stockholm,AGES B
flag small DK,"0,630",Small Cap Copenhagen,AGF B
flag small CA,"7,88",Toronto Stock Exchange,AGF.B
flag small BE,"1,198",Equiduct,AGFBb
flag small US,"137,04",NYSE,A
flag small US,"10,15",NYSE,AGTI
flag small CA,-,TSX Venture Exchange,AHI.H
flag small DK,"12,20",First North Köpenhamn,AGILC
flag small US,"5,50",NYSE,AGL
flag small US,"83,05",NASDAQ,AGYS
flag small NO,"29,80",Oslobörsen,AGLX
flag small US,"32,50",NASDAQ,AGIO
flag small US,"1,04",NASDAQ,AGMH
flag small US,"9,15",NASDAQ,AGNC
flag small US,"25,51",NASDAQ,AGNCN
flag small US,"24,81",NASDAQ,AGNCM
flag small US,"24,43",NASDAQ,AGNCO
flag small US,"23,36",NASDAQ,AGNCP
flag small US,"63,35",NYSE,AEM
flag small CA,"87,18",Toronto Stock Exchange,AEM
flag small US,"2,49",NASDAQ,API
flag small US,"57,22",NYSE,ADC
flag small US,"0,1599",NASDAQ,AGRI
flag small US,"0,3038",NASDAQ,AGFY
flag small CA,"10,85",Toronto Stock Exchange,AGRI.U
flag small SE,"3,62",First North Stockholm,AGTIRA B
flag small NL,"28,44",Equiduct,ADa
flag small CA,"0,340",TSX Venture Exchange,AIVC
flag small CA,"0,065",Canadian Securities Exchange,AIML
flag small FI,"3,85",First North Helsingfors,AIFORIA
flag small SE,"1,675",NGM,AIK B
flag small US,"4,55",NASDAQ,ALRN
flag small US,"0,4085",NYSE American,AIM
flag small CA,"0,080",TSX Venture Exchange,AIME.P
flag small CA,"0,100",TSX Venture Exchange,AIMF.P
flag small US,"10,26",NASDAQ,AFJK
flag small CA,"2,36",Toronto Stock Exchange,AIM
flag small SE,"0,359",First North Stockholm,AINO
flag small US,"1,02",NASDAQ,AIMD
flag small CA,"0,020",Canadian Securities Exchange,AION
flag small CA,"0,50",TSX Venture Exchange,AIP.U
flag small CA,"20,32",Toronto Stock Exchange,AC
flag small FR,"9,638",Equiduct,AFp
flag small US,"7,10",NYSE American,AIRI
flag small US,"50,24",NYSE,AL
flag small FR,"183,88",Equiduct,AIp
flag small US,"236,34",NYSE,APD
flag small US,"25,82",NASDAQ,AIRT
flag small US,"12,82",NASDAQ,ATSG
flag small DE,"150,60",Equiduct,6Z1d
flag small US,"158,57",NASDAQ,ABNB
flag small CA,"5,87",Toronto Stock Exchange,BOS
flag small FR,"154,68",Equiduct,AIRp
flag small US,"5,24",NASDAQ,AIRG
flag small CA,"0,420",TSX Venture Exchange,IQ
flag small US,"1,16",NASDAQ,ANTE
flag small US,"5,51",NASDAQ,AIRS
flag small US,"7,36",NASDAQ,AISP
flag small NO,"3,22",Oslobörsen,AIRX
flag small CA,"0,050",TSX Venture Exchange,AIS
flag small CA,"0,040",TSX Venture Exchange,AISX
flag small SE,"174,00",Spotlight Stock Market,AIXIA B
flag small DE,"21,86",Equiduct,AIXAd
flag small CA,"0,145",Canadian Securities Exchange,AJN
flag small US,"100,93",NASDAQ,AKAM
flag small US,"0,0930",NASDAQ,AKAN
flag small US,"1,54",NASDAQ,AKTX
flag small NO,"13,78",OB Match,AKAST
flag small US,"1,26",NASDAQ,AKBA
flag small SE,"1,662",First North Stockholm,AKEL D
flag small NO,"619,00",OBX Top 25,AKER
flag small NO,"70,20",OB Match,AKBM
flag small NO,"272,00",OBX Top 25,AKRBP
flag small NO,"7,015",OB Match,ACC
flag small NO,"2,846",Oslobörsen,AKH
flag small NO,"42,10",OB Match,AKSO
flag small US,"19,89",NASDAQ,AKRO
flag small US,"0,4000",NASDAQ,AKLI
flag small CA,"1,51",Toronto Stock Exchange,AKT.A
flag small CA,"1,72",Toronto Stock Exchange,AKT.B
flag small NO,"0,842",Merkur Market,AKOBO
flag small US,"0,5871",NASDAQ,AKTS
flag small US,"3,82",NASDAQ,AKYA
flag small US,"0,7500",NASDAQ,AHG
flag small FI,"9,56",Mid Cap Helsinki,AKTIA
flag small NO,"66,80",OB Match,AKVA
flag small CA,"0,145",TSX Venture Exchange,AML
flag small FR,"13,98",Equiduct,AKWp
flag small NL,"62,14",Equiduct,AKZAa
flag small US,"194,38",NYSE,ALG
flag small US,"14,71",NYSE,AGI
flag small CA,"20,25",Toronto Stock Exchange,AGI
flag small CA,"15,61",Toronto Stock Exchange,AD.UN
flag small CA,-,Toronto Stock Exchange,AD
flag small US,"66,50",NASDAQ,ALRM
flag small US,"27,73",NASDAQ,ALAR
flag small US,"43,02",NYSE,ALK
flag small CA,"0,150",TSX Venture Exchange,AEMC
flag small CA,"0,015",TSX Venture Exchange,AKH.H
flag small US,"1,26",NASDAQ,TCRT
flag small US,"79,75",NYSE,AIN
flag small CA,"0,005",TSX Venture Exchange,ALBT.P
flag small US,"120,31",NYSE,ALB
flag small CA,"0,015",Canadian Securities Exchange,ABRT
flag small US,"20,40",NYSE,ACI
flag small SE,"37,00",First North Stockholm,ALCA
flag small US,"35,14",NYSE,AA
flag small US,"77,58",NYSE,ALC
flag small FR,"6,205",Equiduct,ALDp
flag small CA,-,TSX Venture Exchange,ALDD.P
flag small CA,"0,85",TSX Venture Exchange,ALDE
flag small US,"3,94",NASDAQ,ALDX
flag small US,"5,08",NASDAQ,ALEC
flag small DK,"1,35",First North Köpenhamn,ALEFRM
flag small CA,"0,010",Canadian Securities Exchange,ALE
flag small US,"19,70",NASDAQ,ALRS
flag small US,"16,47",NYSE,ALEX
flag small US,"211,56",NYSE,ALX
flag small FI,"7,55",First North Helsingfors,ALEX
flag small US,"115,87",NYSE,ARE
flag small SE,"473,60",Large Cap Stockholm,ALFA
flag small NL,"40,76",Equiduct,ALFENa
flag small CA,"0,105",Canadian Securities Exchange,AGN
flag small CA,"14,55",Toronto Stock Exchange,ALC
flag small US,"7,65",NASDAQ,ASTL
flag small CA,"10,52",Toronto Stock Exchange,ASTL
flag small CA,"8,41",Toronto Stock Exchange,AQN
flag small US,"6,11",NYSE,AQN
flag small US,"21,36",NYSE,AQNU
flag small CA,"22,16",Toronto Stock Exchange,AQN.PR.D
flag small US,"74,85",NYSE,BABA
flag small US,"27,91",NASDAQ,ALCO
flag small US,"9,02",NYSE,ALIT
flag small US,"282,38",NASDAQ,ALGN
flag small US,"5,15",NASDAQ,ALHC
flag small US,"0,7650",NASDAQ,ALGS
flag small SE,"102,60",Mid Cap Stockholm,ALIG
flag small CA,"76,30",Toronto Stock Exchange,ATD
flag small CA,-,Toronto Stock Exchange,ATD.B
flag small US,"3,68",NASDAQ,ALIM
flag small FI,"0,1940",Small Cap Helsinki,ALISA
flag small CA,"2,11",Toronto Stock Exchange,ALYA
flag small DK,"130,50",Large Cap Copenhagen,ALK B
flag small CA,-,Canadian Securities Exchange,WTER
flag small US,"24,07",NASDAQ,ALKT
flag small US,"24,54",NASDAQ,ALKS
flag small US,"1,05",NASDAQ,ALLK
flag small US,"1,27",NASDAQ,ALLR
flag small US,"0,6033",NASDAQ,BIRD
flag small US,"59,70",NYSE,ATI
flag small US,"54,56",NASDAQ,ALGT
flag small CA,"0,145",TSX Venture Exchange,AUAU
flag small US,"121,56",NYSE,ALLE
flag small US,"1,25",NYSE,ALLG
flag small US,"29,69",NASDAQ,ALGM
flag small SE,"69,00",Large Cap Stockholm,ALLEI
flag small US,"59,22",NYSE,ALE
flag small NL,"5,940",Equiduct,ALLFGa
flag small US,"2,00",NASDAQ,AENT
flag small CA,"0,140",TSX Venture Exchange,ALM
flag small US,"10,40",NYSE,AWF
flag small US,"10,50",NYSE,AFB
flag small US,"49,80",NASDAQ,LNT
flag small DE,"266,60",Equiduct,ALVd
flag small US,"0,8500",NASDAQ,AGAE
flag small CA,"3,70",Toronto Stock Exchange,AAUC
flag small CA,"16,93",Toronto Stock Exchange,AP.UN
flag small US,"29,39",NASDAQ,ALNT
flag small SE,"0,900",Small Cap Stockholm,ATORX
flag small SE,"129,60",Mid Cap Stockholm,ALLIGO B
flag small US,"73,55",NYSE,ALSN
flag small US,"2,76",NASDAQ,ALLO
flag small US,"2,13",NASDAQ,ALLT
flag small US,"0,7944",NASDAQ,ALVR
flag small US,"4,54",NYSE,EOD
flag small US,"6,29",NYSE American,EAD
flag small US,"8,90",NYSE American,ERC
flag small US,"170,06",NYSE,ALL
flag small SE,"0,635",Spotlight Stock Market,ALLT
flag small US,"2,01",NYSE,ALUR
flag small US,"38,35",NYSE,ALLY
flag small SE,"214,00",First North Stockholm,ALM
flag small SE,"82,00",First North Stockholm,ALM PREF
flag small DK,"12,09",Large Cap Copenhagen,ALMB
flag small CA,"0,045",Canadian Securities Exchange,ALMA
flag small FI,"9,90",Mid Cap Helsinki,ALMA
flag small CA,"0,170",Toronto Stock Exchange,AMM
flag small CA,"0,235",TSX Venture Exchange,DEX
flag small CA,"0,63",Toronto Stock Exchange,AII
flag small US,"143,95",NASDAQ,ALNY
flag small CA,"0,015",TSX Venture Exchange,AORO
flag small SE,"0,855",First North Stockholm,ALPCOT B
flag small US,"21,87",NASDAQ,AOSL
flag small CA,"0,65",Canadian Securities Exchange,ACOG
flag small CA,"0,245",Canadian Securities Exchange,ALCU
flag small CA,"0,84",TSX Venture Exchange,ALEX
flag small US,"327,12",NYSE,AMR
flag small CA,-,TSX Venture Exchange,AAP.H
flag small US,"5,97",NYSE American,APT
flag small US,"2,50",NASDAQ,DRTS
flag small US,"3,14",NASDAQ,ATGL
flag small US,"1,78",NASDAQ,TKNO
flag small US,"162,78",NASDAQ,GOOGL
flag small US,"164,64",NASDAQ,GOOG
flag small CA,"0,020",Canadian Securities Exchange,AIC
flag small SE,"0,306",Spotlight Stock Market,ALPH
flag small CA,"1,25",TSX Venture Exchange,AFM
flag small US,"12,62",NASDAQ,ATEC
flag small CA,"0,065",TSX Venture Exchange,NPA.H
flag small US,"0,7710",NASDAQ,ALPP
flag small US,"64,59",NASDAQ,ALPN
flag small US,"14,93",NYSE,PINE
flag small CA,"0,450",TSX Venture Exchange,ALPS.U
flag small CA,"0,290",TSX Venture Exchange,KSUM
flag small US,"0,5542",NASDAQ,AEI
flag small FR,"14,875",Equiduct,ALOp
flag small DE,"3,42",Equiduct,AOXd
flag small CA,"0,55",Toronto Stock Exchange,ATCU
flag small US,"11,11",NYSE,ALTG
flag small US,"3,19",NYSE American,MMA
flag small CA,"30,18",Toronto Stock Exchange,ALA
flag small CA,"0,055",TSX Venture Exchange,ATI
flag small US,"80,45",NASDAQ,ALTR
flag small CA,"0,005",TSX Venture Exchange,AVX
flag small FR,"26,20",Equiduct,LTAp
flag small CA,"0,115",TSX Venture Exchange,ALTA
flag small US,"1,57",NASDAQ,CYTO
flag small FR,"81,10",Equiduct,ALTAp
flag small US,"13,74",NYSE,ALCC
flag small SE,"0,160",Spotlight Stock Market,ALTE
flag small FR,"110,70",Equiduct,ATEp
flag small CA,"0,085",TSX Venture Exchange,ALTR.P
flag small US,"2,10",NASDAQ,ATHE
flag small US,"0,3405",NASDAQ,ALCE
flag small NO,"5,60",Merkur Market,ALT
flag small US,"4,60",NASDAQ,ALTI
flag small US,"1,93",NYSE,ATUS
flag small CA,"0,040",TSX Venture Exchange,ARH
flag small US,"6,55",NASDAQ,ALT
flag small CA,"0,020",TSX Venture Exchange,ALTN.P
flag small CA,"0,115",TSX Venture Exchange,APN
flag small US,"2,81",NYSE American,AAMC
flag small US,"1,99",NASDAQ,ASPS
flag small CA,"21,76",Toronto Stock Exchange,ALS
flag small CA,"9,28",Toronto Stock Exchange,ARR
flag small US,"1,89",NASDAQ,ALTO
flag small US,"15,51",NYSE,ANRO
flag small PT,"5,175",Equiduct,ALTRu
flag small US,"43,81",NYSE,MO
flag small DE,"40,975",Equiduct,PHM7d
flag small CA,"0,010",TSX Venture Exchange,ALT
flag small CA,"50,52",Toronto Stock Exchange,AIF
flag small US,"3,67",NYSE,AMPS
flag small CA,"0,150",TSX Venture Exchange,AUUA
flag small CA,"4,80",TSX Venture Exchange,ALV
flag small US,"14,50",NASDAQ,ALVO
flag small US,"17,02",NASDAQ,ALXO
flag small CA,"0,025",TSX Venture Exchange,AL
flag small US,"0,7110",NASDAQ,ALZN
flag small SE,"1,890",First North Stockholm,ALZCUR
flag small SE,"1,120",First North Stockholm,ALZ
flag small CA,"0,035",TSX Venture Exchange,AMR
flag small DE,"112,80",Equiduct,AADd
flag small US,"24,54",NASDAQ,AMAL
flag small CA,"0,170",TSX Venture Exchange,AHR
flag small US,"0,9209",NASDAQ,AMRN
flag small CA,"1,28",TSX Venture Exchange,AMRQ
flag small CA,"0,150",TSX Venture Exchange,AMYA.P
flag small US,"175,00",NASDAQ,AMZN
flag small US,"14,45",NYSE,AMBC
flag small US,"45,97",NASDAQ,AMBA
flag small CA,"0,100",Canadian Securities Exchange,AMB
flag small SE,"63,45",Mid Cap Stockholm,AMBEA
flag small US,"2,32",NYSE,ABEV
flag small US,"4,30",NYSE American,AMBI
flag small US,"1,73",NYSE American,AMBO
flag small DK,"111,90",Large Cap Copenhagen,AMBU B
flag small US,"2,93",NYSE,AMC
flag small US,"10,62",NASDAQ,AMCX
flag small US,"156,82",NYSE American,DIT
